messageId,temperature,humidity,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub,ProcessedTime,RecordDateTS,Recorddate,RecordTime,RecordTimeHr
221,26.89999962,45.79999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:02 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
222,26.89999962,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:04 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
223,26.89999962,45.79999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:05 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
224,26.89999962,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:06 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
227,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:10 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
228,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:11 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
232,26.89999962,46.29999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:16 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
233,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:18 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
234,27,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:19 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
235,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:20 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
238,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:24 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
239,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:25 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
241,26.89999962,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:28 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
242,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:29 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
244,26.89999962,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:31 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
245,26.89999962,45.79999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:33 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
246,26.89999962,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:34 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
247,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:35 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
249,26.89999962,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:38 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
250,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:39 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
251,26.89999962,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:40 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
254,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:44 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
255,26.89999962,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:45 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
257,26.89999962,46.20000076,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:48 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
258,26.89999962,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:49 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
259,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:50 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
260,26.89999962,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:51 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
261,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:53 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
262,27,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:54 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
263,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:55 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
264,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:56 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
265,27,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:58 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
266,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:30:59 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
268,27,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:02 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
270,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:04 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
274,26.89999962,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:09 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
275,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:10 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
276,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:12 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
277,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:13 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
278,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:14 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
280,26.89999962,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:17 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
281,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:18 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
283,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:20 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
287,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:25 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
288,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:27 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
289,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:28 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
290,27,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:29 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
291,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:30 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
292,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:32 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
294,26.89999962,45.79999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:34 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
295,26.89999962,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:35 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
297,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:38 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
299,26.89999962,45.79999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:40 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
300,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:42 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
302,27,45.79999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:44 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
303,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:45 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
304,26.89999962,45.79999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:47 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
305,27,45.79999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:48 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
306,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:49 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
307,26.89999962,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:50 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
308,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:52 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
311,26.89999962,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:31:56 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
316,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:02 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
323,26.89999962,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:11 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
324,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:12 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
325,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:13 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
326,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:14 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
328,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:17 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
329,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:18 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
332,27,45.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:22 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
334,26.89999962,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:25 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
335,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:26 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
336,27,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:27 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
337,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:28 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
342,27,46.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:35 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
343,27,46,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:36 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
345,27.10000038,46.20000076,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:38 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
346,27,46.20000076,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:40 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
347,27.10000038,46.29999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:41 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
351,27.10000038,46.20000076,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:46 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
352,27.10000038,46.40000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:47 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
353,27.10000038,46.59999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:49 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
354,27.10000038,46.70000076,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:50 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
355,27.10000038,46.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:51 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
356,27.10000038,46.79999924,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:52 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
358,27.10000038,46.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:55 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
359,27.10000038,47,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:56 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
361,27.10000038,46.90000153,7/26/2019 1:33:03 AM,3,7/26/2019 1:32:59 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
362,27,47,7/26/2019 1:33:03 AM,3,7/26/2019 1:33:00 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
363,27.10000038,47,7/26/2019 1:33:03 AM,3,7/26/2019 1:33:01 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
364,27.10000038,47.09999847,7/26/2019 1:33:03 AM,3,7/26/2019 1:33:02 AM,Record,7/26/2019 1:33:04 AM,7/26/2019 1:33:04 AM,2019-07-26,1:33:04,1
365,27.10000038,47.20000076,7/26/2019 1:33:05 AM,3,7/26/2019 1:33:04 AM,Record,7/26/2019 1:33:06 AM,7/26/2019 1:33:06 AM,2019-07-26,1:33:06,1
366,27.10000038,47.29999924,7/26/2019 1:33:05 AM,3,7/26/2019 1:33:05 AM,Record,7/26/2019 1:33:06 AM,7/26/2019 1:33:06 AM,2019-07-26,1:33:06,1
368,27.20000076,47.40000153,7/26/2019 1:33:08 AM,3,7/26/2019 1:33:08 AM,Record,7/26/2019 1:33:08 AM,7/26/2019 1:33:08 AM,2019-07-26,1:33:08,1
369,27.10000038,47.40000153,7/26/2019 1:33:09 AM,3,7/26/2019 1:33:09 AM,Record,7/26/2019 1:33:09 AM,7/26/2019 1:33:09 AM,2019-07-26,1:33:09,1
370,27.10000038,47.5,7/26/2019 1:33:10 AM,3,7/26/2019 1:33:10 AM,Record,7/26/2019 1:33:11 AM,7/26/2019 1:33:11 AM,2019-07-26,1:33:11,1
371,27.20000076,47.59999847,7/26/2019 1:33:11 AM,3,7/26/2019 1:33:11 AM,Record,7/26/2019 1:33:12 AM,7/26/2019 1:33:12 AM,2019-07-26,1:33:12,1
372,27.20000076,47.79999924,7/26/2019 1:33:13 AM,3,7/26/2019 1:33:13 AM,Record,7/26/2019 1:33:13 AM,7/26/2019 1:33:13 AM,2019-07-26,1:33:13,1
373,27.20000076,47.59999847,7/26/2019 1:33:14 AM,3,7/26/2019 1:33:14 AM,Record,7/26/2019 1:33:14 AM,7/26/2019 1:33:14 AM,2019-07-26,1:33:14,1
374,27.20000076,47.70000076,7/26/2019 1:33:15 AM,3,7/26/2019 1:33:15 AM,Record,7/26/2019 1:33:16 AM,7/26/2019 1:33:16 AM,2019-07-26,1:33:16,1
375,27.20000076,47.79999924,7/26/2019 1:33:16 AM,3,7/26/2019 1:33:16 AM,Record,7/26/2019 1:33:17 AM,7/26/2019 1:33:17 AM,2019-07-26,1:33:17,1
376,27.20000076,47.90000153,7/26/2019 1:33:18 AM,3,7/26/2019 1:33:18 AM,Record,7/26/2019 1:33:18 AM,7/26/2019 1:33:18 AM,2019-07-26,1:33:18,1
377,27.10000038,47.90000153,7/26/2019 1:33:19 AM,3,7/26/2019 1:33:19 AM,Record,7/26/2019 1:33:19 AM,7/26/2019 1:33:19 AM,2019-07-26,1:33:19,1
378,27.20000076,47.90000153,7/26/2019 1:33:20 AM,3,7/26/2019 1:33:20 AM,Record,7/26/2019 1:33:21 AM,7/26/2019 1:33:21 AM,2019-07-26,1:33:21,1
379,27.10000038,47.79999924,7/26/2019 1:33:21 AM,3,7/26/2019 1:33:21 AM,Record,7/26/2019 1:33:22 AM,7/26/2019 1:33:22 AM,2019-07-26,1:33:22,1
380,27.20000076,47.79999924,7/26/2019 1:33:23 AM,3,7/26/2019 1:33:23 AM,Record,7/26/2019 1:33:23 AM,7/26/2019 1:33:23 AM,2019-07-26,1:33:23,1
381,27.10000038,47.79999924,7/26/2019 1:33:24 AM,3,7/26/2019 1:33:24 AM,Record,7/26/2019 1:33:24 AM,7/26/2019 1:33:24 AM,2019-07-26,1:33:24,1
382,27.10000038,47.70000076,7/26/2019 1:33:25 AM,3,7/26/2019 1:33:25 AM,Record,7/26/2019 1:33:26 AM,7/26/2019 1:33:26 AM,2019-07-26,1:33:26,1
383,27.10000038,47.59999847,7/26/2019 1:33:27 AM,3,7/26/2019 1:33:27 AM,Record,7/26/2019 1:33:27 AM,7/26/2019 1:33:27 AM,2019-07-26,1:33:27,1
384,27.10000038,47.5,7/26/2019 1:33:28 AM,3,7/26/2019 1:33:28 AM,Record,7/26/2019 1:33:28 AM,7/26/2019 1:33:28 AM,2019-07-26,1:33:28,1
385,27.10000038,47.40000153,7/26/2019 1:33:29 AM,3,7/26/2019 1:33:29 AM,Record,7/26/2019 1:33:30 AM,7/26/2019 1:33:30 AM,2019-07-26,1:33:30,1
386,27.10000038,47.29999924,7/26/2019 1:33:31 AM,3,7/26/2019 1:33:31 AM,Record,7/26/2019 1:33:31 AM,7/26/2019 1:33:31 AM,2019-07-26,1:33:31,1
387,27.10000038,47.5,7/26/2019 1:33:32 AM,3,7/26/2019 1:33:32 AM,Record,7/26/2019 1:33:33 AM,7/26/2019 1:33:33 AM,2019-07-26,1:33:33,1
388,27.10000038,47.29999924,7/26/2019 1:33:33 AM,3,7/26/2019 1:33:33 AM,Record,7/26/2019 1:33:34 AM,7/26/2019 1:33:34 AM,2019-07-26,1:33:34,1
389,27.20000076,47.20000076,7/26/2019 1:33:35 AM,3,7/26/2019 1:33:35 AM,Record,7/26/2019 1:33:35 AM,7/26/2019 1:33:35 AM,2019-07-26,1:33:35,1
